timestamp,src_ip,dst_ip,dst_port,protocol,bytes_sent,bytes_recv,duration_sec,packets,label
2024-05-24 06:13:17,10.0.3.77,10.0.1.254,9200,ICMP,26778,2955,108.28,25,normal
2024-05-01 09:55:26,10.0.2.73,10.0.1.54,3389,TCP,121053,99510,34.91,167,normal
2024-05-23 06:14:03,10.0.3.187,162.137.98.183,443,TCP,31068,485802,10.52,32,normal
2024-05-16 13:37:36,10.0.3.174,10.0.1.180,8080,UDP,14723,339072,4.28,11,normal
2024-05-14 02:49:14,10.0.3.174,82.247.138.114,443,TCP,9501819,90,4.88,12089,anomaly
2024-05-29 21:19:20,10.0.0.237,46.26.60.251,8080,TCP,713931,182012,0.73,1284,normal
2024-05-29 00:01:09,10.0.0.93,10.0.3.87,5601,UDP,6866,24786,27.97,8,normal
2024-05-28 06:32:15,10.0.2.73,10.0.1.238,80,UDP,59311,1354323,42.14,56,normal
2024-05-25 22:56:17,10.0.0.237,10.0.0.141,443,UDP,61458,4449,14.83,80,normal
2024-05-28 11:04:15,10.0.1.114,10.0.3.174,5601,TCP,11772,308979,15.47,8,normal
2024-05-21 07:15:43,10.0.3.25,45.156.250.25,53,TCP,546364,70069,16.3,435,normal
2024-05-30 06:42:19,10.0.1.114,10.0.3.25,3389,TCP,27544,318629,46.45,39,normal
2024-05-29 13:25:26,10.0.1.180,109.38.130.67,80,TCP,7783,8294,24.71,5,normal
2024-05-29 22:01:04,10.0.0.136,45.156.250.25,8443,TCP,94891,729017,16.52,66,normal
2024-05-23 18:59:14,10.0.1.54,10.0.1.97,443,TCP,38763,192782,0.67,58,normal
2024-05-17 07:52:13,10.0.1.254,204.92.196.124,8080,TCP,24867,333057,1.14,40,normal
2024-05-16 18:05:45,10.0.1.148,10.0.0.237,8080,TCP,4690,106765,39.78,3,normal
2024-05-26 13:50:04,10.0.0.93,78.88.192.199,53,TCP,43636,1645889,7.36,32,normal
2024-05-29 04:39:26,10.0.2.194,57.193.53.201,27017,TCP,20960,371306,28.0,16,normal
2024-05-05 17:15:01,10.0.3.174,58.140.5.26,8080,TCP,179464,165458,9.5,193,normal
2024-05-08 16:54:12,10.0.2.194,45.156.250.25,25,TCP,186078,1476646,7.37,137,normal
2024-05-06 18:21:21,10.0.1.148,162.247.74.201,3306,TCP,1317,221317,4.69,2,normal
2024-05-10 15:22:46,10.0.1.114,10.0.1.54,22,UDP,339851,202782,3.95,590,normal
2024-05-11 01:20:22,10.0.0.174,45.156.250.25,8443,TCP,4538,15892,38.23,7,normal
2024-05-25 18:04:18,10.0.1.238,95.127.214.181,21,TCP,26571,107260,83.79,31,normal
2024-05-26 22:34:07,10.0.2.118,42.204.233.22,25,UDP,611,396765,72.97,1,normal
2024-05-03 07:31:27,10.0.2.73,10.0.1.83,3389,TCP,65917,15042,45.67,117,normal
2024-05-13 13:19:26,10.0.3.174,205.160.62.11,21,TCP,23309,172571,24.12,16,normal
2024-05-28 08:32:07,10.0.0.141,204.45.237.222,9200,UDP,26008,114067,9.39,50,normal
2024-05-06 08:51:38,10.0.0.136,189.136.27.236,3389,TCP,212833,10167,22.81,144,normal
2024-05-22 09:27:40,10.0.3.174,93.170.139.38,8080,TCP,66753,214793,4.68,91,normal
2024-05-08 19:38:31,10.0.1.97,10.0.3.174,443,TCP,22419,44642,13.61,24,normal
2024-05-21 10:57:11,10.0.2.118,31.92.92.2,5432,TCP,12595,5838,9.47,13,normal
2024-05-07 21:55:44,10.0.3.187,10.0.1.114,53,TCP,112590,15574,40.07,214,normal
2024-05-08 04:06:51,10.0.3.101,91.240.118.172,443,UDP,3429155478,27880,1767.84,1515735,anomaly
2024-05-04 11:35:50,10.0.0.174,10.0.3.174,21,TCP,80456,246897,51.54,138,normal
2024-05-29 04:41:30,10.0.1.206,10.0.0.237,25,UDP,227,310152,16.89,1,normal
2024-05-29 16:00:33,10.0.1.189,193.32.162.55,6379,UDP,175503,227369,4.18,122,normal
2024-05-27 14:47:35,10.0.2.118,180.144.138.156,3389,UDP,50845,102179,15.59,52,normal
2024-05-18 17:54:20,10.0.1.54,10.0.0.237,22,TCP,26032,59221,15.88,40,normal
2024-05-21 15:27:49,10.0.1.180,10.0.0.174,9200,TCP,89552,1716,63.0,111,normal
2024-05-23 23:48:12,10.0.3.254,193.32.162.55,53,TCP,223782,4263,13.75,347,normal
2024-05-23 23:14:52,10.0.3.254,14.149.240.107,80,TCP,5608205,178,27.05,71100,anomaly
2024-05-29 13:26:59,10.0.0.136,78.88.192.199,8080,TCP,69548,44603,0.39,59,normal
2024-05-14 23:41:56,10.0.3.254,45.33.32.156,22,UDP,1037,11476,65.08,1,normal
2024-05-22 17:01:15,10.0.3.187,10.0.3.254,5601,TCP,29833,3764,38.71,46,normal
2024-05-17 20:54:01,10.0.2.194,10.0.1.220,9200,TCP,13518,152883,6.98,22,normal
2024-05-11 07:07:05,10.0.2.118,93.170.139.38,443,UDP,225341,72012,51.97,220,normal
2024-05-26 19:27:48,10.0.1.180,174.206.244.152,9200,UDP,158475,11043,13.95,192,normal
2024-05-27 16:27:12,10.0.3.25,147.245.140.178,9200,TCP,23225,2043971,5.51,37,normal
2024-05-29 22:54:28,10.0.3.254,10.0.2.194,3306,UDP,279562,129248,8.02,190,normal
2024-05-27 03:09:40,10.0.1.97,214.110.68.155,8443,UDP,83553,67548,28.16,96,normal
2024-05-10 17:28:27,10.0.3.174,10.0.3.174,8443,TCP,113170,11376,44.22,75,normal
2024-05-02 14:59:44,10.0.3.87,147.245.140.178,5432,TCP,270578,124913,31.72,187,normal
2024-05-08 20:18:46,10.0.1.180,180.10.201.143,25,UDP,213927,63370,19.29,238,normal
2024-05-24 14:21:12,10.0.3.187,10.0.1.180,25,TCP,15079,4565043,1.18,21,normal
2024-05-15 23:32:26,10.0.1.220,46.26.60.251,21,UDP,39716,38965,19.55,37,normal
2024-05-02 04:55:41,10.0.1.180,23.129.64.214,5432,TCP,116,539624,38.75,1,normal
2024-05-03 11:38:12,10.0.0.141,10.0.1.180,53,TCP,76,11499,32.3,1,normal
2024-05-03 12:08:37,10.0.1.189,10.0.3.174,443,TCP,3097,450701,79.29,2,normal
2024-05-04 07:51:26,10.0.1.180,95.127.214.181,25,UDP,46835,2850,8.09,44,normal
2024-05-01 14:02:53,10.0.2.194,10.0.2.194,443,TCP,14430,718,63.26,14,normal
2024-05-15 23:16:36,10.0.1.83,63.17.60.62,5601,TCP,35630,146661,22.2,37,normal
2024-05-23 08:56:49,10.0.0.93,45.156.250.25,8443,TCP,4991,904649,81.47,4,normal
2024-05-19 02:26:00,10.0.3.87,63.17.60.62,9200,TCP,102557,4505,53.66,148,normal
2024-05-30 22:57:33,10.0.1.254,202.222.194.7,9200,TCP,797,4256,21.06,1,normal
2024-05-25 11:04:23,10.0.1.206,87.222.76.161,22,TCP,50275,1044673,42.81,39,normal
2024-05-10 11:54:09,10.0.1.114,93.170.139.38,53,TCP,94,30878,48.9,1,normal
2024-05-29 03:26:04,10.0.0.141,91.240.118.172,6379,TCP,14489,9249,8.67,10,normal
2024-05-14 11:48:04,10.0.1.97,10.0.1.114,5432,TCP,55471,49339,24.52,57,normal
2024-05-30 02:39:39,10.0.0.174,10.0.3.87,5986,TCP,122758,980307,44.93,2655,anomaly
2024-05-14 10:36:08,10.0.1.220,10.0.0.218,37892,TCP,88,0,0.058,1,anomaly
2024-05-07 09:01:49,10.0.3.254,214.110.68.155,3389,ICMP,4035,132152,72.39,2,normal
2024-05-02 22:12:28,10.0.1.97,10.0.3.77,80,TCP,13669,11397,11.2,15,normal
2024-05-24 16:45:28,10.0.3.187,10.0.0.136,443,TCP,1225,48650,1.55,1,normal
2024-05-21 07:40:27,10.0.2.118,189.136.27.236,25,TCP,10099,4801,7.19,6,normal
2024-05-22 02:30:39,10.0.1.238,10.0.3.174,21,UDP,138388,5177,4.21,193,normal
2024-05-23 10:24:41,10.0.1.238,98.140.227.95,8443,UDP,11042,467900,5.33,11,normal
2024-05-09 11:12:24,10.0.3.87,202.222.194.7,5432,TCP,32019,15676,1.63,38,normal
2024-05-12 21:42:21,10.0.2.194,10.0.1.189,22,UDP,6005,5209,19.15,6,normal
2024-05-12 04:17:11,10.0.3.75,152.183.142.33,27017,TCP,9436,57461,101.65,15,normal
2024-05-16 13:22:22,10.0.3.174,10.0.1.189,443,TCP,12229,24141,6.61,13,normal
2024-05-15 07:08:56,10.0.3.77,10.0.1.97,22,UDP,7426,961,29.88,13,normal
2024-05-28 16:08:38,10.0.2.194,189.136.27.236,8443,TCP,9999,110781,130.39,13,normal
2024-05-07 09:48:48,10.0.1.189,46.26.60.251,8443,TCP,39211,3942058,40.68,40,normal
2024-05-16 23:13:25,10.0.1.54,214.110.68.155,22,TCP,111439,265586,10.11,171,normal
2024-05-10 21:22:06,10.0.0.174,91.240.118.172,3389,TCP,24262,195124,3.59,20,normal
2024-05-01 18:04:07,10.0.1.97,109.38.130.67,5601,TCP,4824,18684,38.3,3,normal
2024-05-28 11:23:54,10.0.0.136,10.0.1.83,9200,UDP,9736,15090,6.65,10,normal
2024-05-13 00:16:32,10.0.1.180,180.222.152.147,53,TCP,28645,70077,5.24,23,normal
2024-05-16 03:54:32,10.0.1.180,31.92.92.2,53,UDP,9323,29103,24.49,8,normal
2024-05-12 04:45:56,10.0.3.254,10.0.1.189,5432,TCP,570738,68049216,6.69,484,normal
2024-05-30 04:07:49,10.0.1.238,61.18.96.37,3306,UDP,8659,11697,9.76,9,normal
2024-05-11 10:01:18,10.0.1.180,193.32.162.55,5432,TCP,1555,228934,9.88,2,normal
2024-05-13 18:03:45,10.0.3.77,57.193.53.201,8080,UDP,23402,8292,14.33,18,normal
2024-05-20 13:55:27,10.0.1.238,42.204.233.22,21,TCP,73687,66420,4.75,60,normal
2024-05-16 04:35:56,10.0.0.218,10.0.1.220,3389,TCP,12482,555502,6.98,13,normal
2024-05-29 07:08:07,10.0.1.54,176.208.33.85,80,UDP,2235,88633,79.33,3,normal
2024-05-21 20:59:00,10.0.2.118,45.156.250.25,3306,TCP,2105,143234,11.57,1,normal
2024-05-01 07:43:26,10.0.1.189,61.18.96.37,9200,TCP,43512,5869,0.63,35,normal
2024-05-14 14:33:10,10.0.1.220,23.129.64.214,5601,TCP,22774,10492,55.84,15,normal
2024-05-08 10:17:01,10.0.1.148,10.0.1.83,443,TCP,22758,483126,19.83,33,normal
2024-05-01 19:25:00,10.0.1.180,10.0.1.97,27017,UDP,14753,229619,9.42,14,normal
2024-05-18 14:11:39,10.0.0.237,10.0.3.187,25,UDP,1388,2793,7.45,1,normal
2024-05-21 19:55:21,10.0.1.238,10.0.1.114,5601,TCP,422,56032,44.06,1,normal
2024-05-16 02:48:11,10.0.1.254,114.71.251.178,80,TCP,14059,302,19.57,12,normal
2024-05-30 21:48:58,10.0.0.174,176.208.33.85,5601,TCP,7316,104224,1.06,5,normal
2024-05-30 14:52:47,10.0.1.83,64.39.138.32,21,ICMP,154836,163,0.85,192,normal
2024-05-07 07:02:55,10.0.1.54,202.222.194.7,53,TCP,173,14709,45.19,1,normal
2024-05-18 17:34:57,10.0.1.83,10.0.1.180,3306,TCP,3596,9208,11.28,4,normal
2024-05-06 09:19:01,10.0.2.194,45.33.32.156,9200,TCP,119641,6300,28.84,224,normal
2024-05-21 01:57:30,10.0.1.206,63.17.60.62,80,UDP,225270,93824,0.37,185,normal
2024-05-22 13:25:04,10.0.1.83,87.222.76.161,8443,TCP,15515,46559,6.53,15,normal
2024-05-14 21:38:28,10.0.1.189,162.247.74.201,3306,TCP,1598,1575668,46.82,3,normal
2024-05-17 17:08:31,10.0.3.187,183.79.64.37,443,TCP,76583,245861,27.1,90,normal
2024-05-20 10:33:17,10.0.0.93,214.110.68.155,8443,UDP,68734,17482,24.36,55,normal
2024-05-23 19:04:23,10.0.1.220,202.222.194.7,8443,UDP,676,3221,2.73,1,normal
2024-05-18 03:03:00,10.0.0.237,31.92.92.2,3306,UDP,12189,115323,9.71,16,normal
2024-05-16 06:49:33,10.0.1.180,10.0.3.187,9200,UDP,7531,56060,6.86,6,normal
2024-05-18 22:35:21,10.0.0.136,42.204.233.22,27017,TCP,42627,5666,81.89,28,normal
2024-05-20 04:23:47,10.0.1.206,201.250.32.133,8443,TCP,3283,130,30.15,2,normal
2024-05-09 17:36:10,10.0.1.254,10.0.1.180,27017,TCP,7583,498967,1.59,6,normal
2024-05-07 19:55:02,10.0.0.237,45.33.32.156,22,TCP,252,12765,4.47,1,normal
2024-05-05 23:33:31,10.0.3.187,130.152.186.248,5432,UDP,26380,339,30.21,36,normal
2024-05-04 05:13:29,10.0.1.254,42.204.233.22,443,TCP,349970,264382,41.73,311,normal
2024-05-30 16:08:47,10.0.3.174,10.0.1.220,3389,UDP,18919,57568,13.29,12,normal
2024-05-27 17:37:56,10.0.1.238,10.0.1.83,6379,TCP,8776,71272,8.63,12,normal
2024-05-05 20:37:46,10.0.3.25,93.170.139.38,21,TCP,976,68104,1.63,1,normal
2024-05-29 22:00:17,10.0.3.187,189.136.27.236,443,UDP,1508,120020,9.75,1,normal
2024-05-02 09:24:52,10.0.1.254,10.0.0.174,22,TCP,14243,16163,18.0,10,normal
2024-05-24 20:30:34,10.0.1.97,180.222.152.147,3389,TCP,73727,36086,0.84,123,normal
2024-05-26 05:20:54,10.0.1.54,10.0.3.77,3306,TCP,51567,18382,21.11,43,normal
2024-05-01 16:20:04,10.0.3.75,23.129.64.214,27017,TCP,494950,55922,5.11,730,normal
2024-05-01 22:19:26,10.0.1.254,10.0.0.136,3607,TCP,161,0,0.101,1,anomaly
2024-05-27 15:28:23,10.0.2.73,57.193.53.201,8443,TCP,43806,7960,5.17,44,normal
2024-05-06 16:31:43,10.0.1.180,42.204.233.22,443,TCP,632195,28298,86.85,547,normal
2024-05-09 01:44:44,10.0.3.254,78.88.192.199,5432,TCP,15980,15491,31.56,12,normal
2024-05-14 03:00:25,10.0.3.187,10.0.1.83,9200,UDP,1229547,2264,17.07,1508,normal
2024-05-25 12:14:44,10.0.1.54,10.0.1.97,5601,TCP,14258,6789,0.94,21,normal
2024-05-05 09:22:58,10.0.1.220,10.0.3.101,53,UDP,7713,3224,16.83,5,normal
2024-05-03 01:17:45,10.0.0.237,204.45.237.222,8443,TCP,15383,6801,1.56,18,normal
2024-05-06 11:54:55,10.0.1.180,176.208.33.85,53,UDP,278459,8056,17.8,255,normal
2024-05-22 16:55:43,10.0.1.254,98.140.227.95,443,TCP,485,47707,56.05,1,normal
2024-05-08 22:40:04,10.0.0.141,10.0.1.180,53,UDP,169869,72318,1.58,339,normal
2024-05-07 07:57:28,10.0.1.189,10.0.3.174,80,TCP,230904,18914688,28.62,173,normal
2024-05-27 15:02:12,10.0.1.206,45.33.32.156,8080,TCP,26320,69249,2.75,20,normal
2024-05-24 15:02:38,10.0.1.180,63.17.60.62,25,TCP,37650,84924,71.44,25,normal
2024-05-07 09:21:07,10.0.1.180,87.222.76.161,22,UDP,261,22174,122.41,1,normal
2024-05-03 03:00:37,10.0.2.73,10.0.3.25,6379,TCP,471663,3967,49.82,680,normal
2024-05-27 02:38:35,10.0.3.77,10.0.3.174,3306,TCP,11910,30340,27.72,10,normal
2024-05-27 17:16:49,10.0.1.254,202.222.194.7,9200,UDP,1791,51221,1.87,1,normal
2024-05-01 11:48:51,10.0.3.174,64.39.138.32,8443,TCP,52182,640,78.35,74,normal
2024-05-30 22:56:29,10.0.2.118,180.222.152.147,443,TCP,816,9190,13.51,1,normal
2024-05-28 08:43:54,10.0.0.141,174.206.244.152,8080,TCP,23589,22545,40.53,19,normal
2024-05-22 07:33:54,10.0.1.83,10.0.1.238,9200,TCP,13524,11685,19.75,11,normal
2024-05-14 18:32:53,10.0.0.141,214.110.68.155,443,TCP,480586,26403,36.37,507,normal
2024-05-14 16:29:09,10.0.3.101,180.144.138.156,25,TCP,884,1432,34.71,1,normal
2024-05-11 19:13:07,10.0.1.189,10.0.3.25,9200,TCP,29799,879,20.35,34,normal
2024-05-23 03:47:12,10.0.0.237,46.26.60.251,25,TCP,153321,20297,25.45,106,normal
2024-05-15 04:27:48,10.0.0.136,93.170.139.38,8443,TCP,244307,294862,4.84,187,normal
2024-05-05 23:23:30,10.0.3.75,193.199.92.89,27017,TCP,207851,7324,25.61,142,normal
2024-05-09 11:29:11,10.0.1.189,87.222.76.161,443,TCP,134350,2039106,67.02,134,normal
2024-05-27 02:33:11,10.0.2.73,95.127.214.181,8443,TCP,463,29350,80.16,1,normal
2024-05-15 05:57:39,10.0.3.75,10.0.1.206,3306,TCP,19632,24528,30.28,28,normal
2024-05-02 12:12:15,10.0.3.87,23.131.17.22,21,TCP,13574,11830,11.04,22,normal
2024-05-19 11:34:43,10.0.1.148,10.0.1.114,6379,ICMP,22570,229457,14.94,19,normal
2024-05-29 04:29:15,10.0.1.114,10.0.1.189,25,TCP,11767,479702,4.91,10,normal
2024-05-25 08:16:17,10.0.2.73,10.0.3.174,22,TCP,393999,66899,20.03,444,normal
2024-05-05 15:39:49,10.0.3.25,169.83.214.211,6379,TCP,143151,16339,2.43,98,normal
2024-05-10 04:30:38,10.0.0.93,174.217.73.138,5432,TCP,73886,219855,13.72,72,normal
2024-05-05 08:24:34,10.0.2.118,61.18.96.37,8443,UDP,190,6539,47.3,1,normal
2024-05-17 02:37:52,10.0.3.101,180.144.138.156,22,TCP,24941,142518,36.45,23,normal
2024-05-21 19:44:24,10.0.3.25,23.129.64.214,53,TCP,1123,490124,17.13,1,normal
2024-05-15 11:42:08,10.0.1.238,91.107.50.170,25,UDP,152902,1263011,5.12,132,normal
2024-05-28 09:34:22,10.0.2.194,10.0.3.77,8443,UDP,19586,10813,21.84,14,normal
2024-05-19 21:04:14,10.0.3.77,10.0.3.77,443,UDP,930,9327,77.32,1,normal
2024-05-18 18:38:15,10.0.1.54,147.245.140.178,5601,TCP,12252,3231672,3.19,13,normal
2024-05-01 04:36:34,10.0.1.54,63.17.60.62,443,TCP,120401,793177,64.34,95,normal
2024-05-06 00:57:02,10.0.3.174,185.220.101.45,8080,TCP,4793887082,42616,2875.8,1549211,anomaly
2024-05-30 23:10:17,10.0.0.237,162.247.74.201,9200,TCP,17947,239819,13.02,12,normal
2024-05-25 04:23:36,10.0.1.54,23.129.64.214,25,TCP,214172,22694,3.43,163,normal
2024-05-19 03:22:50,10.0.3.174,174.206.244.152,3306,TCP,13487,603246,36.48,21,normal
2024-05-29 23:48:11,10.0.3.87,185.220.101.45,5601,TCP,119137,81099,31.6,123,normal
2024-05-29 10:54:40,10.0.1.220,10.0.1.206,8443,TCP,627,31156,25.31,1,normal
2024-05-06 20:05:35,10.0.1.180,10.0.3.174,8080,TCP,63727,97,23.24,113,normal
2024-05-16 12:18:33,10.0.0.141,63.17.60.62,8443,TCP,6483,214670,3.37,8,normal
2024-05-23 05:17:41,10.0.2.118,93.170.139.38,21,TCP,2509,1093,29.18,4,normal
2024-05-01 10:45:20,10.0.2.73,152.183.142.33,9200,TCP,249539,352442,29.1,429,normal
2024-05-25 23:53:37,10.0.3.101,205.160.62.11,443,TCP,16189,11856,0.38,16,normal
2024-05-13 13:10:19,10.0.3.101,10.0.3.174,21,UDP,458136,160137,58.67,560,normal
2024-05-10 08:45:06,10.0.3.87,180.144.138.156,53,TCP,579708,2165308,90.68,1044,normal
2024-05-12 21:48:38,10.0.1.189,10.0.1.220,53,TCP,12570,274569,49.67,9,normal
2024-05-07 21:49:18,10.0.0.218,45.33.32.156,3389,TCP,61668,26338,58.25,69,normal
2024-05-26 02:00:39,10.0.1.254,201.250.32.133,27017,TCP,181269,150647,3.7,205,normal
2024-05-11 07:41:39,10.0.1.189,162.247.74.201,80,UDP,1217522,43409,6.36,1295,normal
2024-05-01 14:20:04,10.0.3.25,10.0.1.83,5432,ICMP,122239,1241560,59.38,111,normal
2024-05-21 15:30:03,10.0.1.180,10.0.2.118,5601,TCP,2201,24520,39.31,2,normal
2024-05-23 06:05:09,10.0.3.87,10.0.1.220,80,TCP,13669,6247,29.59,16,normal
2024-05-08 21:55:10,10.0.0.93,204.92.196.124,8443,TCP,37815,16506,34.54,57,normal
2024-05-22 04:42:27,10.0.3.187,45.156.250.25,8080,TCP,3372,3105748,8.96,5,normal
2024-05-28 00:26:29,10.0.0.174,10.0.1.54,22,TCP,5795,133796,10.51,6,normal
2024-05-26 08:55:30,10.0.1.254,78.88.192.199,443,TCP,68876,1336451,7.42,62,normal
2024-05-27 22:59:57,10.0.3.187,87.222.76.161,443,UDP,212163,43518,37.49,175,normal
2024-05-09 07:35:46,10.0.1.254,10.0.2.118,8080,TCP,11673,11058,7.0,9,normal
2024-05-17 08:11:46,10.0.3.87,10.0.2.194,5601,UDP,5941,56548,57.96,4,normal
2024-05-14 00:39:33,10.0.2.194,10.0.1.83,6379,UDP,334768,436329,17.24,376,normal
2024-05-11 05:24:37,10.0.0.218,10.0.3.75,25,TCP,30375,31768,11.36,25,normal
2024-05-10 17:43:26,10.0.3.174,10.0.0.237,8080,UDP,7580,136639,106.42,5,normal
2024-05-05 01:57:23,10.0.3.87,10.0.1.206,5601,TCP,63281,2282,0.31,52,normal
2024-05-04 22:51:23,10.0.3.75,10.0.2.194,27017,UDP,845061,36380,38.12,582,normal
2024-05-18 10:54:57,10.0.3.77,10.0.0.174,53,TCP,106,178328,16.57,1,normal
2024-05-14 00:33:13,10.0.3.25,23.129.64.214,8080,TCP,59394,2427921,40.31,43,normal
2024-05-12 07:25:32,10.0.1.254,10.0.2.118,443,TCP,319766,85899,4.34,409,normal
2024-05-15 17:39:55,10.0.0.93,10.0.3.254,6379,TCP,3526,954544,45.87,3,normal
2024-05-25 07:15:31,10.0.1.180,10.0.0.218,6379,TCP,1253,126798,1.61,1,normal
2024-05-11 05:10:13,10.0.1.206,64.39.138.32,80,UDP,204250,3340,14.89,311,normal
2024-05-26 02:45:17,10.0.0.174,204.45.237.222,8080,TCP,5115,28855,19.97,3,normal
2024-05-12 08:13:16,10.0.0.93,193.32.162.55,9200,TCP,5101,22848,2.55,3,normal
2024-05-15 12:52:15,10.0.1.180,63.17.60.62,21,TCP,150,117438,22.76,1,normal
2024-05-03 07:34:07,10.0.1.254,93.170.139.38,443,UDP,5732,71424,2.09,8,normal
2024-05-30 04:15:01,10.0.0.237,64.39.138.32,6379,TCP,3801,35536,18.9,3,normal
2024-05-08 14:40:19,10.0.0.141,10.0.3.75,8443,TCP,2221808,360850,70.9,1543,normal
2024-05-05 22:34:10,10.0.0.174,91.107.50.170,27017,TCP,63535,177429,34.64,98,normal
2024-05-20 04:05:41,10.0.1.206,10.0.0.218,443,TCP,1982,39212,4.18,1,normal
2024-05-11 20:22:39,10.0.0.93,176.208.33.85,9200,TCP,78315,23314,8.23,119,normal
2024-05-28 23:05:09,10.0.3.101,78.88.192.199,53,TCP,43452,109424,23.91,40,normal
2024-05-07 22:51:49,10.0.0.141,10.0.2.118,25,TCP,57423,14710,20.28,69,normal
2024-05-21 00:18:29,10.0.1.180,10.0.1.114,443,UDP,2950,57747,3.56,4,normal
2024-05-10 03:16:33,10.0.1.254,10.0.0.218,5601,TCP,1032,167776,54.19,1,normal
2024-05-13 05:58:55,10.0.2.73,31.92.92.2,6379,UDP,26333,36323,11.77,22,normal
2024-05-02 00:29:55,10.0.3.77,45.33.32.156,21,TCP,105533,5024,41.23,169,normal
2024-05-02 09:46:46,10.0.1.54,63.17.60.62,21,TCP,10832,2211511,12.48,18,normal
2024-05-16 14:01:09,10.0.1.180,78.88.192.199,8080,UDP,48638,67672,30.64,36,normal
2024-05-09 22:25:21,10.0.3.75,61.18.96.37,8443,TCP,97972,4661,57.34,152,normal
2024-05-01 03:45:24,10.0.3.254,130.152.186.248,443,TCP,47580,91391,3.71,80,normal
2024-05-11 11:31:32,10.0.3.174,10.0.1.220,3389,UDP,83,215228,38.39,1,normal
2024-05-16 15:12:47,10.0.3.25,189.136.27.236,9200,TCP,12133,97942,25.24,20,normal
2024-05-01 12:17:19,10.0.0.141,176.208.33.85,9200,TCP,4121,19593,12.19,5,normal
2024-05-13 04:13:27,10.0.1.180,23.129.64.214,9200,UDP,56442,2120154,21.95,44,normal
2024-05-18 08:45:34,10.0.2.73,180.144.138.156,443,UDP,68822,188,18.01,99,normal
2024-05-06 15:57:09,10.0.2.118,10.0.1.206,3306,UDP,78285,5506,49.95,52,normal
2024-05-21 00:56:56,10.0.1.114,138.63.106.248,80,TCP,8295,15148,10.98,11,normal
2024-05-27 07:41:14,10.0.1.206,31.92.92.2,8443,TCP,11861,62657,80.63,14,normal
2024-05-14 08:28:09,10.0.3.25,204.45.237.222,22,TCP,1594,20258,71.15,2,normal
2024-05-13 13:12:17,10.0.3.75,152.183.142.33,8443,TCP,487611,36015,2.91,412,normal
2024-05-17 12:47:11,10.0.3.87,176.208.33.85,25,TCP,26854,64321,27.85,22,normal
2024-05-24 03:36:27,10.0.0.141,131.115.11.151,5601,TCP,234129,1384485,27.3,174,normal
2024-05-03 18:16:11,10.0.3.101,61.170.234.59,443,TCP,1656,1760,37665.53,34004,anomaly
2024-05-14 16:14:01,10.0.1.180,63.17.60.62,25,TCP,44318,13144,29.61,31,normal
2024-05-08 00:06:50,10.0.0.93,131.115.11.151,22,TCP,9838,1337547,0.59,8,normal
2024-05-16 18:38:30,10.0.1.220,10.0.3.87,5432,TCP,573849,58387,5.62,592,normal
2024-05-19 17:45:24,10.0.0.136,10.0.1.83,5601,TCP,44772,27750,6.55,39,normal
2024-05-22 10:08:03,10.0.0.93,93.170.139.38,27017,TCP,7138,15057,8.28,6,normal
2024-05-28 04:38:52,10.0.3.77,205.160.62.11,443,TCP,15489,13727,24.08,13,normal
2024-05-24 16:52:31,10.0.0.93,10.0.1.180,6379,UDP,26228,28610,57.78,19,normal
2024-05-25 09:03:04,10.0.0.174,189.136.27.236,27017,UDP,458225,17206665,13.4,444,normal
2024-05-23 18:04:05,10.0.1.148,130.152.186.248,8443,TCP,1750,453053,51.57,1,normal
2024-05-20 12:37:26,10.0.3.87,152.183.142.33,8443,UDP,2961,3409857,32.73,2,normal
2024-05-06 05:32:30,10.0.1.206,131.115.11.151,21,UDP,29411,3079301,104.78,24,normal
2024-05-18 13:38:53,10.0.3.25,91.240.118.172,3389,TCP,6339,73206,4.58,7,normal
2024-05-24 14:31:50,10.0.3.187,91.107.50.170,3306,TCP,713841,437429,0.1,601,normal
2024-05-02 06:28:18,10.0.1.238,10.0.2.118,25,TCP,33235,1939,30.23,44,normal
2024-05-01 01:46:36,10.0.1.189,214.110.68.155,5432,TCP,27229,399124,0.82,25,normal
2024-05-24 18:02:46,10.0.3.101,10.0.3.254,21,TCP,19898,118701,9.92,19,normal
2024-05-20 14:55:22,10.0.1.148,194.165.16.89,80,TCP,67189,3375,10.33,76,normal
2024-05-04 10:23:54,10.0.0.237,87.222.76.161,22,TCP,37871,18607,18.95,47,normal
2024-05-29 07:21:09,10.0.3.174,10.0.1.238,3389,TCP,3792,6364,23.69,2,normal
2024-05-22 11:39:35,10.0.3.77,162.247.74.201,21,TCP,350921,3987,5.75,541,normal
2024-05-27 13:23:38,10.0.1.220,10.0.0.136,80,UDP,5012,293298,77.9,6,normal
2024-05-25 18:35:55,10.0.3.174,42.204.233.22,3306,TCP,125970,232896,47.56,127,normal
2024-05-09 13:36:59,10.0.0.237,64.39.138.32,3389,TCP,128602,46453,13.24,137,normal
2024-05-26 13:29:10,10.0.0.93,10.0.2.73,6379,UDP,3576,16037,31.59,3,normal
2024-05-16 13:00:37,10.0.3.174,185.220.101.45,443,UDP,16394,86617,58.27,11,normal
2024-05-26 15:28:34,10.0.3.87,10.0.1.83,53,TCP,176338,92248,16.37,262,normal
2024-05-18 01:17:02,10.0.3.25,185.220.101.45,8080,UDP,3381243245,9692,3380.8,1125058,anomaly
